Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
"Gambia, The",GMB,Export volume index (2015 = 100),TX.QTY.MRCH.XD.WD,,,,,,,,,,,,,,,,,,,,,54.59483182,71.51154026,122.8906354,13.88436198,144.3993837,64.34645212,139.1377029,121.3225329,79.28023992,73.64708995,47.0970974,60.3362888,85.15768913,97.37805873,51.84914025,21.78447012,28.43363627,19.68764262,29.08776657,17.01886293,24.70628331,13.98893629,26.04445806,6.839730636,24.31338381,9.633175601,13.69256202,14.00026873,11.33898242,61.18060019,57.19376091,71.9177838,91.7686091,81.09561256,93.77320219,100,94.73393717,103.5951536,111.9154505,111.4078577,51.3956856,23.34449247,
"Gambia, The",GMB,Transport services (% of commercial service imports),TM.VAL.TRAN.ZS.WT,,,,,,,,,,,,,,,,,,,75.370465,73.79704621,83.60128617,82.25602028,71.82064167,74.0361776,80.03637381,79.42711819,78.47826087,71.958052,68.64900413,71.55093934,65.10071866,64.62046357,65.88295644,65.35911489,62.76536193,59.60416995,58.20954747,55.7920617,,,,,,78.53212377,79.82609889,75.50244947,36.18461325,46.50078946,45.30117354,45.18040119,47.47792732,57.73276149,65.54098103,68.17889552,42.75577754,79.25977352,75.68244714,78.16018696,76.78912654,75.47416062,80.86895639,76.05833169,
"Gambia, The",GMB,Merchandise imports from low- and middle-income economies within region (% of total merchandise imports),TM.VAL.MRCH.WR.ZS,,,,4.526432659,7.199341021,3.569453831,3.247604639,3.004085556,3.587223587,3.610573823,4.344635256,7.041812159,7.215377824,7.103946991,6.257566925,7.164438982,5.969062293,5.826994972,9.547286853,5.34593443,8.438740154,6.651029163,4.450219072,0.529858479,6.052354424,4.909875028,3.15189791,2.939512477,2.607087984,8.720159823,9.365460926,6.965698504,7.455704514,7.470753626,21.83454275,19.38447644,11.90201581,10.4474365,11.37054944,8.422187835,15.62475358,10.84519226,8.675209136,9.290268561,16.21069912,16.19702908,13.51867803,11.54400117,9.135359724,7.912132177,5.551084542,28.21432069,34.62081465,29.94698406,26.59761918,34.23159604,22.6037393,37.43951709,39.92752963,18.82097511,17.83652576,,
"Gambia, The",GMB,Merchandise imports from low- and middle-income economies in South Asia (% of total merchandise imports),TM.VAL.MRCH.R5.ZS,,,,3.920061491,2.462932455,4.214535848,3.222390318,2.787791396,1.83158365,3.059609636,1.565634327,0.953532098,0.533729283,0.751807843,2.809291063,1.493658353,0.585307961,0.301663014,0.415231206,0.980111809,0.667809656,0.528342827,0.268201775,0.613112957,0.221312443,0.100653344,0.033442514,0.491354343,0.00654412,0.070503977,0.588849419,2.129988996,3.551003972,1.105620315,5.193106348,3.253087133,4.481252551,6.23277519,5.558728132,4.462942111,1.777444482,2.080884446,2.418258192,3.585986706,1.891440314,6.205794209,1.586372926,2.498827931,2.838232502,5.863479397,8.102180688,3.656110397,4.751669894,6.507933885,8.370120361,6.625403155,5.511674623,4.667390307,7.001919587,13.61000825,6.487248667,,
"Gambia, The",GMB,Merchandise imports from low- and middle-income economies in East Asia & Pacific (% of total merchandise imports),TM.VAL.MRCH.R1.ZS,,,,8.557519857,11.62273476,9.719235731,10.4387292,11.17039173,15.9839178,13.55137448,11.45359362,11.76918256,14.45082066,13.08018222,15.65176449,16.48998822,17.54035793,14.06858322,10.97079237,16.67977295,20.2602899,22.47752035,17.69536597,15.75949129,16.69184745,14.60118054,13.82094244,7.716751915,12.7167386,10.42578362,19.38869134,19.31833722,19.34251667,25.71291209,9.300729049,11.83541257,7.745978536,9.293197998,19.87706678,9.677033465,11.12315481,8.204989876,6.82132777,5.442355831,14.33196466,10.87534762,10.92937145,11.71179144,15.07470769,22.43923048,17.73332671,15.02299523,15.04026621,14.00464846,17.98672625,13.11251363,13.77058325,16.43413062,12.51831705,17.6532609,14.93553859,,
"Gambia, The",GMB,Merchandise imports from economies in the Arab World (% of total merchandise imports),TM.VAL.MRCH.AL.ZS,,,,,,0.227314616,0.186585981,0.249939918,0.2546348,3.469902116,1.727090366,0.376040827,0.802600425,0.041413144,,,,,,,,2.793087774,,4.53959942,,,0.341113648,0.054278594,0.004653869,0.038434422,0.348845974,0.23814758,0.148209619,0.3651044,0.603828675,0.60365642,0.918371905,1.971053863,1.163744134,2.83793673,2.414944517,1.990768895,1.094761942,2.581674639,2.389039462,2.965477911,3.194366904,3.342563579,5.42669714,6.878508902,8.431675837,4.800346887,3.173219291,5.290641,2.687620422,3.447862048,3.318779366,2.534185555,3.337468534,6.73512787,5.784082935,,
"Gambia, The",GMB,ICT goods imports (% total goods imports),TM.VAL.ICTG.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.107128488,3.233434515,3.735331865,4.43967592,3.99141914,4.984734911,6.399535572,4.070877063,4.061158015,2.907903553,1.778726814,1.937841626,3.034866201,1.757708215,2.20669334,1.126581261,0.797889812,0.541042023,0.584124465,0.763131122,1.234144362,0.872250914,
"Gambia, The",GMB,Import unit value index (2015 = 100),TM.UVI.MRCH.XD.WD,,,,,,,,,,,,,,,,,,,,,29.38275175,29.95888413,25.92595742,31.11114891,32.83954607,43.20992904,39.75313472,48.39512052,55.88484156,56.46097394,61.07003304,58.76550349,62.7984302,63.95069498,63.37456259,66.25522453,66.25522453,66.25522453,63.95069498,62.22229782,57.61323872,55.87813715,54.12462761,59.06181115,64.95484378,71.99926967,77.01403071,84.32297551,100.812306,93.89041557,102.9726624,121.0246016,116.7281344,113.4621146,111.759659,100,100.1424682,102.3035179,105.8800648,104.4483024,106.48691,121.3822737,
"Gambia, The",GMB,"Tariff rate, most favored nation, simple mean, primary products (%)",TM.TAX.TCOM.SM.FN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.61,,,,19.07,19.07,19.03,14.85,15.02,15.02,14.97,,,,,13.26,,13.26,,
"Gambia, The",GMB,"Binding coverage, primary products (%)",TM.TAX.TCOM.BC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.18,,,,55.18,55.18,55.18,53.93,53.93,53.93,53.93,,,,,53.2,,53.16,,
"Gambia, The",GMB,"Tariff rate, most favored nation, simple mean, all products (%)",TM.TAX.MRCH.SM.FN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.74,,,,19.03,19.03,19.02,14.02,14.08,14.08,14,,,,,12.17,,12.17,,
"Gambia, The",GMB,"Binding coverage, all products (%)",TM.TAX.MRCH.BC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.87,,,,14.87,14.87,14.87,13.86,13.86,13.86,13.86,,,,,15.02,,15.02,,
"Gambia, The",GMB,"Tariff rate, most favored nation, simple mean, manufactured products (%)",TM.TAX.MANF.SM.FN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.46,,,,19.02,19.02,19.01,13.78,13.79,13.79,13.71,,,,,11.79,,11.79,,
"Gambia, The",GMB,"Binding coverage, manufactured products (%)",TM.TAX.MANF.BC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.98,,,,2.98,2.98,2.98,1.73,1.73,1.73,1.73,,,,,1.56,,1.56,,
"Gambia, The",GMB,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000000,15500000,17000000,,,,,,8000000,6000000,7000000,8000000,13000000,12000000,12000000,14000000,16000000,13000000,10399999.62,55400001.53,5400000.095,7199999.809,8500000,10399999.62,10000000,5199999.809,,
"Gambia, The",GMB,"International tourism, receipts for passenger transport items (current US$)",ST.INT.TRNR.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000000,1000000,,,,,,2000000,4000000,1000000,3000000,2000000,200000.003,1000000,6000000,8000000,10000000,7000000,5000000,8000000,4000000,6000000,14000000,5000000,6000000,,
"Gambia, The",GMB,"International tourism, number of arrivals",ST.INT.ARVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45000,77000,85000,91000,96000,79000,57000,81000,89000,90000,108000,125000,143000,147000,142000,91000,106000,157000,171000,156000,449000,450000,522000,552000,620000,246000,,
"Gambia, The",GMB,Urban population growth (annual %),SP.URB.GROW,,4.40507418,4.404484357,5.344165467,8.91653985,8.839041945,8.76983695,8.7455381,8.740772431,8.667882633,8.617478591,8.559643983,8.519379227,8.01414681,6.120610776,6.104051495,6.142389274,6.174988781,6.202810889,6.234407596,6.275768483,6.240607164,6.252858362,6.419266492,6.779820737,6.821249588,6.857079223,6.877193827,6.897313271,6.887292259,6.883772904,6.867393578,6.723935655,6.183121831,5.273487223,5.037490153,4.973895989,4.92887818,4.909984037,4.872764802,4.809358172,4.750765999,4.694725696,4.591574465,4.332180681,4.359495257,4.416585107,4.457789443,4.460730685,4.443951552,4.412243421,4.38583159,4.36513947,4.295494657,4.19140572,4.075764597,3.962237171,3.853630488,3.742600951,3.655721232,3.607885889,3.546248166,3.463684796
"Gambia, The",GMB,Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gambia, The",GMB,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.3,,,,,,,60.3,,
"Gambia, The",GMB,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,50.70724561,50.69486199,50.68196349,50.66943361,50.65875105,50.64958554,50.63921162,50.62683971,50.61594588,50.60542822,50.5937802,50.58339166,50.57559232,50.5683235,50.57555505,50.59723385,50.62051547,50.64362343,50.66882227,50.69804576,50.72795741,50.77499239,50.82054272,50.84964987,50.83656847,50.78087944,50.72476321,50.6694346,50.61212256,50.55414851,50.49903134,50.44899293,50.40952773,50.39172,50.4060928,50.44700541,50.49598536,50.54289971,50.5885979,50.63362022,50.67521646,50.7133399,50.74847772,50.75035578,50.72133232,50.69243686,50.66277332,50.62913519,50.59196657,50.55611492,50.5200862,50.48343219,50.45162236,50.42084947,50.39143105,50.36506944,50.34088467,50.32013513,50.30033752,50.28297453,50.27057162,50.25902339,50.24615742
"Gambia, The",GMB,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.75479889,102.8570709,,31.70742989,,,,,,,52.89255905,,,,
"Gambia, The",GMB,Age dependency ratio (% of working-age population),SP.POP.DPND,77.33926757,76.80342932,76.50230288,76.6690403,77.41353407,78.30948921,79.03641435,79.65522988,80.18756904,80.67530732,81.12436454,81.5343363,81.93452275,82.33590977,83.24980517,84.64451407,86.00764172,87.35512276,88.68228704,89.98444935,91.27608603,92.60506686,93.89742218,95.15547422,95.88656222,96.07330203,96.28138862,96.49926519,96.69170254,96.84355815,96.97985561,97.12159278,97.26733207,97.42886498,97.62920085,97.83255452,97.95830876,97.99241707,97.97396918,97.84488621,97.5572282,97.15760759,96.66684324,96.25829669,96.00089963,95.76510093,95.53154075,95.29198918,95.03996058,94.82047165,94.63811711,94.43477347,94.12943758,93.62810359,92.92979147,92.1352013,91.25386786,90.27612301,89.15519382,87.88965143,86.49901534,84.97532183,83.42587126
"Gambia, The",GMB,"Population ages 75-79, male (% of male population)",SP.POP.7579.MA.5Y,0.361934446,0.365841015,0.369462563,0.37234949,0.375260503,0.378192448,0.381127838,0.384721364,0.387625989,0.390174692,0.392954007,0.395192261,0.397581664,0.400404258,0.42240875,0.463186193,0.503802556,0.544641997,0.586620239,0.628053646,0.667680615,0.703375079,0.735247412,0.768882569,0.777929443,0.762053283,0.747979098,0.735783752,0.724707162,0.7140025,0.704213048,0.693980104,0.679833977,0.658152411,0.637912396,0.629707371,0.629904721,0.633836441,0.638699679,0.641498924,0.641409861,0.638190055,0.632104338,0.614356682,0.588621783,0.566211507,0.546484979,0.529759978,0.515456754,0.50187618,0.488752945,0.477135931,0.466412521,0.456576361,0.44882733,0.443379773,0.439904615,0.438388866,0.4388885,0.441418456,0.442254223,0.438497958,0.430947721
"Gambia, The",GMB,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,2.738531485,2.749503106,2.759344132,2.768248177,2.776813218,2.785746583,2.794785836,2.803982013,2.813076604,2.822057465,2.829980813,2.837595406,2.846115491,2.854518189,2.925261891,3.055102797,3.182651534,3.310994671,3.437799974,3.55740806,3.667204529,3.760469869,3.83750807,3.9178544,3.93677971,3.896684243,3.871346937,3.860313914,3.858823089,3.858484074,3.856323493,3.851787112,3.83271119,3.775244295,3.706953206,3.669833342,3.651012063,3.632264795,3.611738482,3.588724374,3.562094663,3.531888043,3.498371624,3.421916071,3.312099738,3.213805614,3.125237393,3.047169969,2.980624171,2.924069242,2.874191842,2.829779823,2.786613774,2.732920775,2.664161435,2.59820379,2.547961327,2.509804482,2.482457983,2.468189535,2.454996999,2.436138581,2.426078865
"Gambia, The",GMB,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,2.997510504,3.005937447,3.012591399,3.018277854,3.02417215,3.030518144,3.036518594,3.042659528,3.04907372,3.054975322,3.059942805,3.065191849,3.071743382,3.078316523,3.136508063,3.242506812,3.344040892,3.442996338,3.536933172,3.622568485,3.697698917,3.757749937,3.801864563,3.845716503,3.857509796,3.839415639,3.835603072,3.846268867,3.86479142,3.882720031,3.898371365,3.911399422,3.908006529,3.861692469,3.802657945,3.777106285,3.77183652,3.766763664,3.760070837,3.751389482,3.738421032,3.721220668,3.699784273,3.62827895,3.516634831,3.415664605,3.323052542,3.238783028,3.164384484,3.099461982,3.040574714,2.986369988,2.933887278,2.871492888,2.793546785,2.720146071,2.665363054,2.623739425,2.593794685,2.578592372,2.568738495,2.55664678,2.554394233
"Gambia, The",GMB,"Population ages 60-64, male (% of male population)",SP.POP.6064.MA.5Y,1.73682848,1.738115104,1.739762958,1.741521754,1.743043038,1.745248861,1.747820056,1.750555268,1.753951818,1.756968461,1.759584116,1.764052003,1.770619022,1.776771999,1.786564545,1.801059466,1.811381707,1.814023016,1.816790743,1.831640774,1.858716635,1.894764477,1.941603676,1.991192311,2.016155384,2.013786032,1.998415695,1.970500634,1.935783654,1.900871085,1.867353634,1.835340834,1.805853728,1.77681309,1.744268194,1.708544265,1.671059759,1.631762291,1.592496174,1.557584048,1.528707604,1.504172887,1.484958344,1.473924519,1.469446168,1.467044182,1.463215307,1.450699958,1.415518845,1.354112655,1.287710132,1.233317045,1.194967876,1.18268465,1.199420595,1.23034869,1.26544272,1.305614353,1.35073635,1.399896179,1.448009544,1.492819767,1.536987451
"Gambia, The",GMB,"Population ages 50-54, male (% of male population)",SP.POP.5054.MA.5Y,2.971618857,2.977333656,2.987389299,2.997938655,3.003446131,3.006994242,3.0069376,2.998655667,2.994314413,3.013803908,3.059605362,3.129379924,3.224147266,3.326368004,3.400186377,3.436494779,3.444253222,3.422931215,3.380559149,3.331383279,3.280079873,3.225488869,3.170721379,3.109799449,3.044146787,2.977953743,2.907678856,2.833321449,2.759324098,2.694476924,2.640192268,2.594695876,2.562437384,2.549445544,2.547385688,2.54189926,2.529173662,2.500418361,2.431834105,2.317664175,2.191836268,2.080443352,1.991348747,1.954429487,1.975057994,2.017437678,2.064301408,2.117088891,2.176335905,2.240162909,2.306319257,2.373197917,2.438506109,2.49996915,2.555986007,2.605510034,2.647987667,2.683758141,2.713817211,2.739704612,2.76110069,2.778308744,2.795366681
"Gambia, The",GMB,"Population ages 40-44, male (% of male population)",SP.POP.4044.MA.5Y,4.540932095,4.65101927,4.800852717,4.964504238,5.10086403,5.19600657,5.253981444,5.27483676,5.271388902,5.263023066,5.25520956,5.248101181,5.242375023,5.23100313,5.179098589,5.085635779,4.976973147,4.851431608,4.716005018,4.586615236,4.467585434,4.355756832,4.258241758,4.173933947,4.125529131,4.109936956,4.089287223,4.043903483,3.939422995,3.768869127,3.585711124,3.430135425,3.314637899,3.268504444,3.28955454,3.330983032,3.373863495,3.42541886,3.484793202,3.550328474,3.619706571,3.689118404,3.755011884,3.827251561,3.901593867,3.962930888,4.009510781,4.042575901,4.065121093,4.07902948,4.087111736,4.091837297,4.096312276,4.103302063,4.112516242,4.122756779,4.135033858,4.147998932,4.160511557,4.174515019,4.192821591,4.215535683,4.240920722
"Gambia, The",GMB,"Population ages 30-34, male (% of male population)",SP.POP.3034.MA.5Y,7.237927481,7.236098288,7.235368538,7.227782174,7.199417018,7.15033205,7.088333623,7.014119671,6.93832264,6.879292168,6.841763757,6.821248927,6.821692835,6.845231318,6.839144571,6.793727749,6.736596512,6.636707472,6.438816036,6.130416324,5.795038433,5.493271856,5.246908679,5.096644179,5.090758435,5.171067373,5.256171141,5.349708462,5.452056902,5.561613186,5.675442718,5.790245165,5.905520968,6.023444685,6.126801601,6.195615443,6.235322359,6.254231589,6.253660771,6.23766139,6.211789361,6.179479039,6.146311013,6.129889963,6.126877479,6.12102061,6.113430573,6.103429438,6.090761078,6.077434633,6.066482919,6.058949179,6.054696489,6.052531911,6.055715734,6.065723216,6.081059942,6.101602072,6.127362431,6.155246053,6.19066071,6.239000426,6.294495798
"Gambia, The",GMB,"Population ages 20-24, male (% of male population)",SP.POP.2024.MA.5Y,8.876023493,8.860659501,8.875983973,8.926116056,9.000349607,9.083021301,9.152436105,9.164426112,9.033855915,8.734198418,8.381806593,8.067796106,7.817181014,7.690529196,7.684132123,7.716302172,7.753175206,7.800734062,7.861313638,7.933025118,8.010472757,8.080882665,8.148330475,8.217312581,8.326397443,8.467799362,8.587434682,8.687887049,8.773613832,8.846591116,8.909387048,8.962699035,8.995366395,8.978962243,8.928767006,8.890311344,8.87023031,8.857052496,8.849348205,8.854353272,8.879182809,8.92300371,8.983577825,9.005206281,8.985088416,8.969850505,8.957189641,8.947331575,8.941754443,8.93556052,8.929052059,8.930456503,8.941646045,8.958816053,8.974889059,8.985448541,8.992103964,9.004681445,9.036346354,9.084593847,9.146873557,9.223269178,9.296311839
"Gambia, The",GMB,"Population ages 15-64, male (% of male population)",SP.POP.1564.MA.ZS,56.1094839,56.3116215,56.43990772,56.40732933,56.18782549,55.91287223,55.67536926,55.47231175,55.29725092,55.135231,54.98638155,54.85160772,54.72062805,54.59037383,54.28122492,53.80291551,53.33160271,52.86010859,52.38842543,51.92304045,51.46337571,50.98430123,50.5235131,50.08810246,49.88193574,49.90944609,49.9355092,49.96209732,49.99615414,50.03853732,50.08085589,50.11640836,50.13543008,50.11611917,50.05530525,49.98367245,49.93209,49.90358501,49.88707103,49.89831752,49.94993393,50.02883409,50.1300489,50.2126719,50.26212015,50.3122683,50.36823186,50.43215147,50.50447835,50.57146903,50.6306843,50.69657702,50.79005169,50.93778506,51.13836755,51.36677839,51.62326715,51.90833564,52.23678417,52.61093084,53.0270704,53.48913541,53.96699187
"Gambia, The",GMB,"Population ages 15-19, male (% of male population)",SP.POP.1519.MA.5Y,10.3889907,10.48151787,10.50099508,10.34641342,9.990374443,9.572927338,9.203110003,8.911633072,8.772395999,8.804745155,8.898982301,8.982909701,9.062624075,9.139586249,9.22021032,9.307317846,9.398385396,9.489201948,9.573883275,9.648829749,9.71102478,9.759876171,9.801049144,9.842540829,9.906177443,9.985022407,10.05634099,10.12281347,10.1850964,10.2381829,10.27481295,10.29320008,10.28445685,10.23798391,10.19389025,10.19878997,10.24082781,10.30112796,10.37282601,10.45835443,10.55724245,10.66038648,10.7622466,10.81016262,10.80344073,10.79563985,10.79331521,10.79718777,10.80369119,10.80339495,10.79126859,10.7688094,10.74795412,10.74634573,10.76421279,10.79214176,10.8309348,10.87206078,10.92464499,11.00114844,11.09737015,11.21611979,11.34713871
"Gambia, The",GMB,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,12.30551734,12.43513851,12.5619672,12.68953056,12.81947087,12.94795825,13.07107444,13.18176884,13.27421243,13.34909797,13.4063734,13.44229933,13.46164952,13.47467172,13.52609275,13.62642589,13.75025238,13.90165677,14.07617478,14.25907906,14.43379187,14.60323711,14.74663342,14.8530006,14.89237348,14.87410277,14.85034711,14.82713415,14.8085553,14.8060187,14.82380599,14.85603545,14.90804351,14.99498772,15.0956994,15.17779973,15.24389955,15.29597713,15.32558388,15.32714632,15.30153174,15.25279032,15.1996484,15.18766464,15.21033175,15.2279809,15.23708849,15.22801714,15.22078814,15.23612302,15.26766135,15.32095502,15.38872443,15.43228099,15.44913582,15.45923137,15.44897732,15.41728094,15.36558268,15.27659805,15.13980499,14.95439484,14.73084336
"Gambia, The",GMB,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,41.41839723,41.20253571,41.06099853,41.08123755,41.28932517,41.55259811,41.7778379,41.96844575,42.13155754,42.2813396,42.4191267,42.54376671,42.66414005,42.78405319,43.00967935,43.33391679,43.65119044,43.9643411,44.27559554,44.58655688,44.90081525,45.25242332,45.60214593,45.91941118,46.09931702,46.13478409,46.15634852,46.16316254,46.15113906,46.1277578,46.1057164,46.09249715,46.10839774,46.19645017,46.33501353,46.45570278,46.5401435,46.6016019,46.65305699,46.67979884,46.66912531,46.63409088,46.57911375,46.5780631,46.63630311,46.68145457,46.70966061,46.71717519,46.70306122,46.6837997,46.66500445,46.63329107,46.57329277,46.4702186,46.32889816,46.15875383,45.94778501,45.69726316,45.39344013,45.03253918,44.63291181,44.19648943,43.73651431
